"tier","section","item_id","name","min_quantity","max_quantity","weight","ge_price"
"easy","Easy clue uniques","2597","Black kiteshield (g)","1","1","0.00071225071225071229","105522"
"easy","Easy clue uniques","7332","Black shield (h1)","1","1","0.00071225071225071229","1447"
"easy","Easy clue uniques","7338","Black shield (h2)","1","1","0.00071225071225071229","1500"
"easy","Easy clue uniques","7344","Black shield (h3)","1","1","0.00071225071225071229","1379"
"easy","Easy clue uniques","7350","Black shield (h4)","1","1","0.00071225071225071229","1497"
"easy","Easy clue uniques","7356","Black shield (h5)","1","1","0.00071225071225071229","1752"
"easy","Easy clue uniques","10306","Black helm (h1)","1","1","0.00071225071225071229","5469"
"easy","Easy clue uniques","10308","Black helm (h2)","1","1","0.00071225071225071229","4886"
"easy","Easy clue uniques","10310","Black helm (h3)","1","1","0.00071225071225071229","2006"
"easy","Easy clue uniques","10312","Black helm (h4)","1","1","0.00071225071225071229","2212"
"easy","Easy clue uniques","10314","Black helm (h5)","1","1","0.00071225071225071229","6210"
"easy","Easy clue uniques","23366","Black platebody (h1)","1","1","0.00071225071225071229","1674"
"easy","Easy clue uniques","23369","Black platebody (h2)","1","1","0.00071225071225071229","2420"
"easy","Easy clue uniques","23372","Black platebody (h3)","1","1","0.00071225071225071229","1606"
"easy","Easy clue uniques","23375","Black platebody (h4)","1","1","0.00071225071225071229","3736"
"easy","Easy clue uniques","23378","Black platebody (h5)","1","1","0.00071225071225071229","2719"
"easy","Easy clue uniques","20193","Steel full helm (t)","1","1","0.00071225071225071229","5104"
"easy","Easy clue uniques","20184","Steel platebody (t)","1","1","0.00071225071225071229","8083"
"easy","Easy clue uniques","20187","Steel platelegs (t)","1","1","0.00071225071225071229","4813"
"easy","Easy clue uniques","20190","Steel plateskirt (t)","1","1","0.00071225071225071229","2543"
"easy","Easy clue uniques","20196","Steel kiteshield (t)","1","1","0.00071225071225071229","7317"
"easy","Easy clue uniques","20178","Steel full helm (g)","1","1","0.00071225071225071229","11271"
"easy","Easy clue uniques","20169","Steel platebody (g)","1","1","0.00071225071225071229","15286"
"easy","Easy clue uniques","20172","Steel platelegs (g)","1","1","0.00071225071225071229","2750"
"easy","Easy clue uniques","20175","Steel plateskirt (g)","1","1","0.00071225071225071229","2000"
"easy","Easy clue uniques","20181","Steel kiteshield (g)","1","1","0.00071225071225071229","7634"
"easy","Easy clue uniques","12231","Iron full helm (t)","1","1","0.00071225071225071229","25001"
"easy","Easy clue uniques","12225","Iron platebody (t)","1","1","0.00071225071225071229","21715"
"easy","Easy clue uniques","12227","Iron platelegs (t)","1","1","0.00071225071225071229","5603"
"easy","Easy clue uniques","12229","Iron plateskirt (t)","1","1","0.00071225071225071229","978"
"easy","Easy clue uniques","12233","Iron kiteshield (t)","1","1","0.00071225071225071229","6773"
"easy","Easy clue uniques","12241","Iron full helm (g)","1","1","0.00071225071225071229","132764"
"easy","Easy clue uniques","12235","Iron platebody (g)","1","1","0.00071225071225071229","131196"
"easy","Easy clue uniques","12237","Iron platelegs (g)","1","1","0.00071225071225071229","43058"
"easy","Easy clue uniques","12239","Iron plateskirt (g)","1","1","0.00071225071225071229","6260"
"easy","Easy clue uniques","12243","Iron kiteshield (g)","1","1","0.00071225071225071229","29168"
"easy","Easy clue uniques","12221","Bronze full helm (t)","1","1","0.00071225071225071229","6586"
"easy","Easy clue uniques","12215","Bronze platebody (t)","1","1","0.00071225071225071229","3139"
"easy","Easy clue uniques","12217","Bronze platelegs (t)","1","1","0.00071225071225071229","1609"
"easy","Easy clue uniques","12219","Bronze plateskirt (t)","1","1","0.00071225071225071229","4696"
"easy","Easy clue uniques","12223","Bronze kiteshield (t)","1","1","0.00071225071225071229","4269"
"easy","Easy clue uniques","12211","Bronze full helm (g)","1","1","0.00071225071225071229","43389"
"easy","Easy clue uniques","12205","Bronze platebody (g)","1","1","0.00071225071225071229","22807"
"easy","Easy clue uniques","12207","Bronze platelegs (g)","1","1","0.00071225071225071229","2613"
"easy","Easy clue uniques","12209","Bronze plateskirt (g)","1","1","0.00071225071225071229","1675"
"easy","Easy clue uniques","12213","Bronze kiteshield (g)","1","1","0.00071225071225071229","11411"
"easy","Easy clue uniques","7362","Studded body (g)","1","1","0.00071225071225071229","5351"
"easy","Easy clue uniques","7366","Studded chaps (g)","1","1","0.00071225071225071229","8995"
"easy","Easy clue uniques","7364","Studded body (t)","1","1","0.00071225071225071229","2714"
"easy","Easy clue uniques","7368","Studded chaps (t)","1","1","0.00071225071225071229","4177"
"easy","Easy clue uniques","23381","Leather body (g)","1","1","0.00071225071225071229","58724"
"easy","Easy clue uniques","23384","Leather chaps (g)","1","1","0.00071225071225071229","13964"
"easy","Easy clue uniques","7394","Blue wizard hat (g)","1","1","0.00071225071225071229","117747"
"easy","Easy clue uniques","7390","Blue wizard robe (g)","1","1","0.00071225071225071229","154207"
"easy","Easy clue uniques","7386","Blue skirt (g)","1","1","0.00071225071225071229","23296"
"easy","Easy clue uniques","7396","Blue wizard hat (t)","1","1","0.00071225071225071229","37554"
"easy","Easy clue uniques","7392","Blue wizard robe (t)","1","1","0.00071225071225071229","29811"
"easy","Easy clue uniques","7388","Blue skirt (t)","1","1","0.00071225071225071229","29078"
"easy","Easy clue uniques","12453","Black wizard hat (g)","1","1","0.00071225071225071229","195204"
"easy","Easy clue uniques","12449","Black wizard robe (g)","1","1","0.00071225071225071229","179398"
"easy","Easy clue uniques","12445","Black skirt (g)","1","1","0.00071225071225071229","33942"
"easy","Easy clue uniques","12455","Black wizard hat (t)","1","1","0.00071225071225071229","108756"
"easy","Easy clue uniques","12451","Black wizard robe (t)","1","1","0.00071225071225071229","90058"
"easy","Easy clue uniques","12447","Black skirt (t)","1","1","0.00071225071225071229","20518"
"easy","Easy clue uniques","20199","Monk's robe top (g)","1","1","7.122507122507122E-05","4083712"
"easy","Easy clue uniques","20202","Monk's robe (g)","1","1","7.122507122507122E-05","1050339"
"easy","Easy clue uniques","10458","Saradomin robe top","1","1","0.00071225071225071229","38740"
"easy","Easy clue uniques","10464","Saradomin robe legs","1","1","0.00071225071225071229","53333"
"easy","Easy clue uniques","10462","Guthix robe top","1","1","0.00071225071225071229","27551"
"easy","Easy clue uniques","10466","Guthix robe legs","1","1","0.00071225071225071229","18179"
"easy","Easy clue uniques","10460","Zamorak robe top","1","1","0.00071225071225071229","54034"
"easy","Easy clue uniques","10468","Zamorak robe legs","1","1","0.00071225071225071229","27705"
"easy","Easy clue uniques","12193","Ancient robe top","1","1","0.00071225071225071229","28687"
"easy","Easy clue uniques","12195","Ancient robe legs","1","1","0.00071225071225071229","22592"
"easy","Easy clue uniques","12253","Armadyl robe top","1","1","0.00071225071225071229","50725"
"easy","Easy clue uniques","12255","Armadyl robe legs","1","1","0.00071225071225071229","18171"
"easy","Easy clue uniques","12265","Bandos robe top","1","1","0.00071225071225071229","23916"
"easy","Easy clue uniques","12267","Bandos robe legs","1","1","0.00071225071225071229","20372"
"easy","Easy clue uniques","10316","Bob's red shirt","1","1","0.00071225071225071229","8429"
"easy","Easy clue uniques","10320","Bob's green shirt","1","1","0.00071225071225071229","7829"
"easy","Easy clue uniques","10318","Bob's blue shirt","1","1","0.00071225071225071229","11537"
"easy","Easy clue uniques","10322","Bob's black shirt","1","1","0.00071225071225071229","25978"
"easy","Easy clue uniques","10324","Bob's purple shirt","1","1","0.00071225071225071229","15039"
"easy","Easy clue uniques","2631","Highwayman mask","1","1","0.00071225071225071229","64689"
"easy","Easy clue uniques","2633","Blue beret","1","1","0.00071225071225071229","7542"
"easy","Easy clue uniques","2635","Black beret","1","1","0.00071225071225071229","31426"
"easy","Easy clue uniques","12247","Red beret","1","1","0.00071225071225071229","9626"
"easy","Easy clue uniques","2637","White beret","1","1","0.00071225071225071229","27817"
"easy","Easy clue uniques","10392","A powdered wig","1","1","0.00071225071225071229","4456"
"easy","Easy clue uniques","12245","Beanie","1","1","0.00071225071225071229","6195"
"easy","Easy clue uniques","12249","Imp mask","1","1","0.00071225071225071229","7772"
"easy","Easy clue uniques","12251","Goblin mask","1","1","0.00071225071225071229","37843"
"easy","Easy clue uniques","10398","Sleeping cap","1","1","0.00071225071225071229","15500"
"easy","Easy clue uniques","10394","Flared trousers","1","1","0.00071225071225071229","2245630"
"easy","Easy clue uniques","10396","Pantaloons","1","1","0.00071225071225071229","1626"
"easy","Easy clue uniques","12375","Black cane","1","1","0.00071225071225071229","2326"
"easy","Easy clue uniques","23363","Staff of Bob the Cat","1","1","0.00071225071225071229","117898"
"easy","Easy clue uniques","10404","Red elegant shirt","1","1","0.00035612535612535614","15868"
"easy","Easy clue uniques","10424","Red elegant blouse","1","1","0.00035612535612535614","19579"
"easy","Easy clue uniques","10406","Red elegant legs","1","1","0.00035612535612535614","7613"
"easy","Easy clue uniques","10426","Red elegant skirt","1","1","0.00035612535612535614","5500"
"easy","Easy clue uniques","10412","Green elegant shirt","1","1","0.00035612535612535614","9995"
"easy","Easy clue uniques","10432","Green elegant blouse","1","1","0.00035612535612535614","24334"
"easy","Easy clue uniques","10414","Green elegant legs","1","1","0.00035612535612535614","13500"
"easy","Easy clue uniques","10434","Green elegant skirt","1","1","0.00035612535612535614","7985"
"easy","Easy clue uniques","10408","Blue elegant shirt","1","1","0.00035612535612535614","18445"
"easy","Easy clue uniques","10428","Blue elegant blouse","1","1","0.00035612535612535614","39736"
"easy","Easy clue uniques","10410","Blue elegant legs","1","1","0.00035612535612535614","12820"
"easy","Easy clue uniques","10430","Blue elegant skirt","1","1","0.00035612535612535614","9519"
"easy","Easy clue uniques","23354","Amulet of power (t)","1","1","0.00071225071225071229","375576"
"easy","Easy clue uniques","23360","Ham joint","1","1","0.00071225071225071229","1208525"
"easy","Easy clue uniques","23357","Rain bow","1","1","0.00071225071225071229","61372"
"easy","Weapons and armour","1165","Black full helm","1","1","0.027777777777777776","425"
"easy","Weapons and armour","1125","Black platebody","1","1","0.027777777777777776","2498"
"easy","Weapons and armour","1077","Black platelegs","1","1","0.027777777777777776","1337"
"easy","Weapons and armour","1297","Black longsword","1","1","0.027777777777777776","708"
"easy","Weapons and armour","1367","Black battleaxe","1","1","0.027777777777777776","543"
"easy","Weapons and armour","1361","Black axe","1","1","0.027777777777777776","977"
"easy","Weapons and armour","1217","Black dagger","1","1","0.027777777777777776","336"
"easy","Weapons and armour","1269","Steel pickaxe","1","1","0.027777777777777776","232"
"easy","Weapons and armour","12297","Black pickaxe","1","1","0.027777777777777776","1951"
"easy","Weapons and armour","1169","Coif","1","1","0.027777777777777776","37"
"easy","Weapons and armour","1133","Studded body","1","1","0.027777777777777776","309"
"easy","Weapons and armour","1097","Studded chaps","1","1","0.027777777777777776","281"
"easy","Weapons and armour","849","Willow shortbow","1","1","0.027777777777777776","113"
"easy","Weapons and armour","847","Willow longbow","1","1","0.025","103"
"easy","Weapons and armour","1381","Staff of air","1","1","0.027777777777777776","1507"
"easy","Weapons and armour","1727","Amulet of magic","1","1","0.025","534"
"easy","Runes","556","Air rune","30","50","0.027777777777777776","5"
"easy","Runes","558","Mind rune","30","50","0.027777777777777776","3"
"easy","Runes","555","Water rune","30","50","0.027777777777777776","5"
"easy","Runes","557","Earth rune","30","50","0.027777777777777776","5"
"easy","Runes","554","Fire rune","30","50","0.027777777777777776","5"
"easy","Runes","559","Body rune","30","50","0.027777777777777776","5"
"easy","Runes","562","Chaos rune","5","10","0.027777777777777776","105"
"easy","Runes","561","Nature rune","5","10","0.027777777777777776","157"
"easy","Runes","563","Law rune","5","10","0.027777777777777776","125"
"easy","Food","333","Trout","6","10","0.027777777777777776","18"
"easy","Food","329","Salmon","6","10","0.027777777777777776","26"
"easy","Shared treasure trail items","995","Coins","50","200","0.027777777777777776","0"
"easy","Shared treasure trail items","995","Coins","3000","7000","0.018518518518518517","0"
"easy","Shared treasure trail items","995","Coins","10000","15000","0.0032407407407407406","0"
"easy","Shared treasure trail items","995","Coins","3400","8200","0.00056980056980056976","0"
"easy","Shared treasure trail items","10476","Purple sweets","2","6","0.027777777777777776","5381"
"easy","Shared treasure trail items","10476","Purple sweets","8","12","0.0032407407407407406","5381"
"easy","Shared treasure trail items","7329","Red firelighter","3","5","0.0055555555555555558","71"
"easy","Shared treasure trail items","7330","Green firelighter","3","5","0.0055555555555555558","72"
"easy","Shared treasure trail items","7331","Blue firelighter","3","5","0.0055555555555555558","69"
"easy","Shared treasure trail items","10326","Purple firelighter","3","5","0.0055555555555555558","77"
"easy","Shared treasure trail items","10327","White firelighter","3","5","0.0055555555555555558","76"
"easy","Shared treasure trail items","20220","Holy blessing","1","1","0.000462962962962963","3952"
"easy","Shared treasure trail items","20223","Unholy blessing","1","1","0.000462962962962963","10793"
"easy","Shared treasure trail items","20226","Peaceful blessing","1","1","0.000462962962962963","2731"
"easy","Shared treasure trail items","20232","War blessing","1","1","0.000462962962962963","7432"
"easy","Shared treasure trail items","20229","Honourable blessing","1","1","0.000462962962962963","4268"
"easy","Shared treasure trail items","20235","Ancient blessing","1","1","0.000462962962962963","3281"
"easy","Shared treasure trail items","20238","Charge dragonstone jewellery scroll","5","15","0.0022095959595959595","161"
"easy","Shared treasure trail items","12402","Nardah teleport","5","15","0.0022095959595959595","11821"
"easy","Shared treasure trail items","12411","Mos le'harmless teleport","5","15","0.0022095959595959595","1040"
"easy","Shared treasure trail items","12406","Mort'ton teleport","5","15","0.0022095959595959595","12473"
"easy","Shared treasure trail items","12404","Feldip hills teleport","5","15","0.0022095959595959595","752"
"easy","Shared treasure trail items","12405","Lunar isle teleport","5","15","0.0022095959595959595","2529"
"easy","Shared treasure trail items","12403","Digsite teleport","5","15","0.0022095959595959595","5981"
"easy","Shared treasure trail items","12408","Piscatoris teleport","5","15","0.0022095959595959595","3195"
"easy","Shared treasure trail items","12407","Pest control teleport","5","15","0.0022095959595959595","410"
"easy","Shared treasure trail items","12409","Tai bwo wannai teleport","5","15","0.0022095959595959595","3211"
"easy","Shared treasure trail items","12642","Lumberyard teleport","5","15","0.0022095959595959595","3125"
"easy","Shared treasure trail items","12410","Iorwerth camp teleport","5","15","0.0022095959595959595","6554"
"easy","Shared treasure trail items","21387","Master scroll book (empty)","1","1","0.0012626262626262627","43587"
"easy","Shared treasure trail items","3827","Saradomin page 1","1","1","0.0011574074074074073","3348"
"easy","Shared treasure trail items","3828","Saradomin page 2","1","1","0.0011574074074074073","4937"
"easy","Shared treasure trail items","3829","Saradomin page 3","1","1","0.0011574074074074073","1804"
"easy","Shared treasure trail items","3830","Saradomin page 4","1","1","0.0011574074074074073","824"
"easy","Shared treasure trail items","3831","Zamorak page 1","1","1","0.0011574074074074073","3785"
"easy","Shared treasure trail items","3832","Zamorak page 2","1","1","0.0011574074074074073","3316"
"easy","Shared treasure trail items","3833","Zamorak page 3","1","1","0.0011574074074074073","2536"
"easy","Shared treasure trail items","3834","Zamorak page 4","1","1","0.0011574074074074073","2619"
"easy","Shared treasure trail items","3835","Guthix page 1","1","1","0.0011574074074074073","777"
"easy","Shared treasure trail items","3836","Guthix page 2","1","1","0.0011574074074074073","923"
"easy","Shared treasure trail items","3837","Guthix page 3","1","1","0.0011574074074074073","511"
"easy","Shared treasure trail items","3838","Guthix page 4","1","1","0.0011574074074074073","685"
"easy","Shared treasure trail items","12613","Bandos page 1","1","1","0.0011574074074074073","1025"
"easy","Shared treasure trail items","12614","Bandos page 2","1","1","0.0011574074074074073","964"
"easy","Shared treasure trail items","12615","Bandos page 3","1","1","0.0011574074074074073","911"
"easy","Shared treasure trail items","12616","Bandos page 4","1","1","0.0011574074074074073","1076"
"easy","Shared treasure trail items","12617","Armadyl page 1","1","1","0.0011574074074074073","1298"
"easy","Shared treasure trail items","12618","Armadyl page 2","1","1","0.0011574074074074073","1174"
"easy","Shared treasure trail items","12619","Armadyl page 3","1","1","0.0011574074074074073","1543"
"easy","Shared treasure trail items","12620","Armadyl page 4","1","1","0.0011574074074074073","1207"
"easy","Shared treasure trail items","12621","Ancient page 1","1","1","0.0011574074074074073","1845"
"easy","Shared treasure trail items","12622","Ancient page 2","1","1","0.0011574074074074073","1545"
"easy","Shared treasure trail items","12623","Ancient page 3","1","1","0.0011574074074074073","2171"
"easy","Shared treasure trail items","12624","Ancient page 4","1","1","0.0011574074074074073","1930"
"medium","Medium clue uniques","20275","Gnomish firelighter","1","1","0.0029325513196480938","9111"
"medium","Medium clue uniques","10282","Yew comp bow","1","1","0.0029325513196480938","1877"
"medium","Medium clue uniques","10364","Strength amulet (t)","1","1","0.0029325513196480938","21922"
"medium","Medium clue uniques","2577","Ranger boots","1","1","0.00088261253309797","33190170"
"medium","Medium clue uniques","2579","Wizard boots","1","1","0.00088261253309797","135154"
"medium","Medium clue uniques","12598","Holy sandals","1","1","0.00088261253309797","923158"
"medium","Medium clue uniques","23389","Spiked manacles","1","1","0.00088261253309797","386901"
"medium","Medium clue uniques","23413","Climbing boots (g)","1","1","0.00088261253309797","45669"
"medium","Medium clue uniques","2605","Adamant full helm (t)","1","1","0.00088261253309797","4256"
"medium","Medium clue uniques","2599","Adamant platebody (t)","1","1","0.00088261253309797","10596"
"medium","Medium clue uniques","2601","Adamant platelegs (t)","1","1","0.00088261253309797","3688"
"medium","Medium clue uniques","3474","Adamant plateskirt (t)","1","1","0.00088261253309797","2870"
"medium","Medium clue uniques","2603","Adamant kiteshield (t)","1","1","0.00088261253309797","4344"
"medium","Medium clue uniques","2613","Adamant full helm (g)","1","1","0.00088261253309797","17007"
"medium","Medium clue uniques","2607","Adamant platebody (g)","1","1","0.00088261253309797","20809"
"medium","Medium clue uniques","2609","Adamant platelegs (g)","1","1","0.00088261253309797","8861"
"medium","Medium clue uniques","3475","Adamant plateskirt (g)","1","1","0.00088261253309797","3254"
"medium","Medium clue uniques","2611","Adamant kiteshield (g)","1","1","0.00088261253309797","14720"
"medium","Medium clue uniques","7334","Adamant shield (h1)","1","1","0.00088261253309797","3295"
"medium","Medium clue uniques","7340","Adamant shield (h2)","1","1","0.00088261253309797","3063"
"medium","Medium clue uniques","7346","Adamant shield (h3)","1","1","0.00088261253309797","2724"
"medium","Medium clue uniques","7352","Adamant shield (h4)","1","1","0.00088261253309797","3608"
"medium","Medium clue uniques","7358","Adamant shield (h5)","1","1","0.00088261253309797","2998"
"medium","Medium clue uniques","10296","Adamant helm (h1)","1","1","0.00088261253309797","20629"
"medium","Medium clue uniques","10298","Adamant helm (h2)","1","1","0.00088261253309797","5113"
"medium","Medium clue uniques","10300","Adamant helm (h3)","1","1","0.00088261253309797","3014"
"medium","Medium clue uniques","10302","Adamant helm (h4)","1","1","0.00088261253309797","47814"
"medium","Medium clue uniques","10304","Adamant helm (h5)","1","1","0.00088261253309797","6420"
"medium","Medium clue uniques","23392","Adamant platebody (h1)","1","1","0.00088261253309797","9031"
"medium","Medium clue uniques","23395","Adamant platebody (h2)","1","1","0.00088261253309797","10158"
"medium","Medium clue uniques","23398","Adamant platebody (h3)","1","1","0.00088261253309797","9299"
"medium","Medium clue uniques","23401","Adamant platebody (h4)","1","1","0.00088261253309797","9182"
"medium","Medium clue uniques","23404","Adamant platebody (h5)","1","1","0.00088261253309797","9587"
"medium","Medium clue uniques","12283","Mithril full helm (g)","1","1","0.00088261253309797","5558"
"medium","Medium clue uniques","12277","Mithril platebody (g)","1","1","0.00088261253309797","4922"
"medium","Medium clue uniques","12279","Mithril platelegs (g)","1","1","0.00088261253309797","2447"
"medium","Medium clue uniques","12285","Mithril plateskirt (g)","1","1","0.00088261253309797","2114"
"medium","Medium clue uniques","12281","Mithril kiteshield (g)","1","1","0.00088261253309797","5975"
"medium","Medium clue uniques","12293","Mithril full helm (t)","1","1","0.00088261253309797","4088"
"medium","Medium clue uniques","12287","Mithril platebody (t)","1","1","0.00088261253309797","6268"
"medium","Medium clue uniques","12289","Mithril platelegs (t)","1","1","0.00088261253309797","2699"
"medium","Medium clue uniques","12295","Mithril plateskirt (t)","1","1","0.00088261253309797","2523"
"medium","Medium clue uniques","12291","Mithril kiteshield (t)","1","1","0.00088261253309797","5879"
"medium","Medium clue uniques","7370","Green d'hide body (g)","1","1","0.00088261253309797","6441"
"medium","Medium clue uniques","7372","Green d'hide body (t)","1","1","0.00088261253309797","4726"
"medium","Medium clue uniques","7378","Green d'hide chaps (g)","1","1","0.00088261253309797","60033"
"medium","Medium clue uniques","7380","Green d'hide chaps (t)","1","1","0.00088261253309797","9858"
